id_ejecucion_actividad;fk_numero_actividad;fk_id_user;fk_id_responsable;fk_id_mes;programado;ejecutado;descripcion_actividades;evidencias
;42;1;1;4;1030;0;;
;42;1;1;5;1030;0;;
;42;1;1;6;1030;0;;
;42;1;1;7;1030;0;;
;42;1;1;8;1030;0;;
;42;1;1;9;1030;0;;
;42;1;1;10;1030;0;;
;42;1;1;11;1030;0;;
;42;1;1;12;397;0;;
;43;1;1;1;113;114;Para el primer trimestre, la Subdirección Técnica Operativa realizó la capacitación de 1296 personas mediante la ejecución de cursos básicos y avanzados para el manejo de huertas urbanas y periurbanas en las 20 localidades de la ciudad de Bogotá, la ejecución por mes para la siguiente actividad fue la siguiente: Enero: 114 personas Capacitadas. Febrero: 365 personas Capacitadas. Marzo: 817 personas Capacitadas. Se ha dado una ejecución sobre la meta programada para el trimestre del 112% esto toda vez que las capacitaciones ni agricultura urbana son realizadas dependiendo la demanda de capacitaciones por parte de l ciudadanía. Monitoreo OAP: Se valida el formato APL.PR.14.F03 Consolidado Capacitaciones en enero, febrero y marzo donde se registran 114, 365 y 817 personas capacitadas respectivamente para un total de 1.296 personas, lo que equivale a un 112% de cumplimiento. Se sugiere complementar la evidencia con los listados de asistencia. Por otro lado, se deben solicitar los respectivos ajustes de la meta previo al cierre de la meta para que no se presenten sobre ejecuciones.;
;43;1;1;2;520;365;Para el primer trimestre, la Subdirección Técnica Operativa realizó la capacitación de 1296 personas mediante la ejecución de cursos básicos y avanzados para el manejo de huertas urbanas y periurbanas en las 20 localidades de la ciudad de Bogotá, la ejecución por mes para la siguiente actividad fue la siguiente: Enero: 114 personas Capacitadas. Febrero: 365 personas Capacitadas. Marzo: 817 personas Capacitadas. Se ha dado una ejecución sobre la meta programada para el trimestre del 112% esto toda vez que las capacitaciones ni agricultura urbana son realizadas dependiendo la demanda de capacitaciones por parte de l ciudadanía. Monitoreo OAP: Se valida el formato APL.PR.14.F03 Consolidado Capacitaciones en enero, febrero y marzo donde se registran 114, 365 y 817 personas capacitadas respectivamente para un total de 1.296 personas, lo que equivale a un 112% de cumplimiento. Se sugiere complementar la evidencia con los listados de asistencia. Por otro lado, se deben solicitar los respectivos ajustes de la meta previo al cierre de la meta para que no se presenten sobre ejecuciones.;
;43;1;1;3;520;817;Para el primer trimestre, la Subdirección Técnica Operativa realizó la capacitación de 1296 personas mediante la ejecución de cursos básicos y avanzados para el manejo de huertas urbanas y periurbanas en las 20 localidades de la ciudad de Bogotá, la ejecución por mes para la siguiente actividad fue la siguiente: Enero: 114 personas Capacitadas. Febrero: 365 personas Capacitadas. Marzo: 817 personas Capacitadas. Se ha dado una ejecución sobre la meta programada para el trimestre del 112% esto toda vez que las capacitaciones ni agricultura urbana son realizadas dependiendo la demanda de capacitaciones por parte de l ciudadanía. Monitoreo OAP: Se valida el formato APL.PR.14.F03 Consolidado Capacitaciones en enero, febrero y marzo donde se registran 114, 365 y 817 personas capacitadas respectivamente para un total de 1.296 personas, lo que equivale a un 112% de cumplimiento. Se sugiere complementar la evidencia con los listados de asistencia. Por otro lado, se deben solicitar los respectivos ajustes de la meta previo al cierre de la meta para que no se presenten sobre ejecuciones.;
;43;1;1;4;520;0;;
;43;1;1;5;520;0;;
;43;1;1;6;520;0;;
;43;1;1;7;520;0;;
;43;1;1;8;520;0;;
;43;1;1;9;520;0;;
;43;1;1;10;520;0;;
;43;1;1;11;520;0;;
;43;1;1;12;127;0;;
;44;1;1;12;0.3;0;;
;45;1;1;1;0;0.003;Con corte al mes de marzo se ha realizado el avance el 55% de lo programado para la vigencia con la realización de las siguientes actividades: Para visibilizar la línea de trabajo de Rutas Agroecológicas se diseñaron y ejecutaron 3 actividades de educación ambiental en el marco de la celebración del mes de los Bosques Andinos y Páramos: los caminos del agua en marzo 2022. Las actividades realizadas son: Del bosque Andino a la Huerta - poniendo a prueba nuestros sentidos (5 y 6 de marzo) y Conversatorio de Huerteras: las mujeres de nuestras huertas (12 de marzo). De acuerdo con la planeación, se realizó el lanzamiento de la Ruta Agroecológica del Centro el 29 de marzo de 2022 teniendo en cuenta un cronograma de actividades para ese día, una planificación previa del evento, los bullets para el boletín de prensa del JBB, la creación del contenido para el folleto de la ruta, listado de asistencia de invitados al evento y material fotográfico del lanzamiento. Se diseñó el documento del Plan de Capacitación Ruta Agroecológica Centro, que se irá complementando con las capacitaciones a desarrollarse en esta ruta, sus resultados y soportes. Monitoreo OAP: Se reporta un avance de la meta del primer trimestre del 55% que es del 10%. No obstante, se indica que el avance del 55% es sobre lo programado para la vigencia que es 40%, por lo que en mesa de trabajo con la dependencia, se solicitó aclarar. No obstante, no se recibieron observaciones con respecto a esta actividad. Por otro lado, en el Plan de Acción - Rutas Agroecológicas de marzo se reporta un avance del 58% de la meta del trimestre, lo que equivale a 5,8%. Adicionalmente, se encontró que la meta es diferente para cada mes en los reportes adjuntos.;
;45;1;1;2;0;0.016;Con corte al mes de marzo se ha realizado el avance el 55% de lo programado para la vigencia con la realización de las siguientes actividades: Para visibilizar la línea de trabajo de Rutas Agroecológicas se diseñaron y ejecutaron 3 actividades de educación ambiental en el marco de la celebración del mes de los Bosques Andinos y Páramos: los caminos del agua en marzo 2022. Las actividades realizadas son: Del bosque Andino a la Huerta - poniendo a prueba nuestros sentidos (5 y 6 de marzo) y Conversatorio de Huerteras: las mujeres de nuestras huertas (12 de marzo). De acuerdo con la planeación, se realizó el lanzamiento de la Ruta Agroecológica del Centro el 29 de marzo de 2022 teniendo en cuenta un cronograma de actividades para ese día, una planificación previa del evento, los bullets para el boletín de prensa del JBB, la creación del contenido para el folleto de la ruta, listado de asistencia de invitados al evento y material fotográfico del lanzamiento. Se diseñó el documento del Plan de Capacitación Ruta Agroecológica Centro, que se irá complementando con las capacitaciones a desarrollarse en esta ruta, sus resultados y soportes. Monitoreo OAP: Se reporta un avance de la meta del primer trimestre del 55% que es del 10%. No obstante, se indica que el avance del 55% es sobre lo programado para la vigencia que es 40%, por lo que en mesa de trabajo con la dependencia, se solicitó aclarar. No obstante, no se recibieron observaciones con respecto a esta actividad. Por otro lado, en el Plan de Acción - Rutas Agroecológicas de marzo se reporta un avance del 58% de la meta del trimestre, lo que equivale a 5,8%. Adicionalmente, se encontró que la meta es diferente para cada mes en los reportes adjuntos.;
;45;1;1;3;0.1;0.0369;Con corte al mes de marzo se ha realizado el avance el 55% de lo programado para la vigencia con la realización de las siguientes actividades: Para visibilizar la línea de trabajo de Rutas Agroecológicas se diseñaron y ejecutaron 3 actividades de educación ambiental en el marco de la celebración del mes de los Bosques Andinos y Páramos: los caminos del agua en marzo 2022. Las actividades realizadas son: Del bosque Andino a la Huerta - poniendo a prueba nuestros sentidos (5 y 6 de marzo) y Conversatorio de Huerteras: las mujeres de nuestras huertas (12 de marzo). De acuerdo con la planeación, se realizó el lanzamiento de la Ruta Agroecológica del Centro el 29 de marzo de 2022 teniendo en cuenta un cronograma de actividades para ese día, una planificación previa del evento, los bullets para el boletín de prensa del JBB, la creación del contenido para el folleto de la ruta, listado de asistencia de invitados al evento y material fotográfico del lanzamiento. Se diseñó el documento del Plan de Capacitación Ruta Agroecológica Centro, que se irá complementando con las capacitaciones a desarrollarse en esta ruta, sus resultados y soportes. Monitoreo OAP: Se reporta un avance de la meta del primer trimestre del 55% que es del 10%. No obstante, se indica que el avance del 55% es sobre lo programado para la vigencia que es 40%, por lo que en mesa de trabajo con la dependencia, se solicitó aclarar. No obstante, no se recibieron observaciones con respecto a esta actividad. Por otro lado, en el Plan de Acción - Rutas Agroecológicas de marzo se reporta un avance del 58% de la meta del trimestre, lo que equivale a 5,8%. Adicionalmente, se encontró que la meta es diferente para cada mes en los reportes adjuntos.;
;45;1;1;4;0;0;;
;45;1;1;5;0;0;;
;45;1;1;6;0.1;0;;
;45;1;1;7;0;0;;
;45;1;1;8;0;0;;
;45;1;1;9;0.1;0;;
;45;1;1;10;0;0;;
;45;1;1;11;0;0;;
;45;1;1;12;0.1;0;;
;46;1;1;1;0;0;;
;46;1;1;2;0;0.023;A corte del mes de Marzo se ha avanzado en la formulación de rutas agroecológicas en la siguiente medida: se avanzó en la caracterización e identificación de actores potenciales de la localidad de Suba con su soporte de actas, registros fotográficos y su respectiva matriz de caracterización, se realizó la respectiva solicitud de las piezas comunicativas para los seguimientos de plan de acción de las localidades de Candelaria, Teusaquillo y la formulación del plan de acción de Rafael Uribe Uribe, el plan de trabajo establecido para el mes se dio cumplimiento, se avanza en el informe de gestión, se asistió al comité SAN de las localidades de Teusaquillo y Bosa, encuentros comunitarios de agricultores urbanos potencial de redes en las localidades de Suba y Rafael Uribe Uribe, talleres pedagógicos formativos, de transformación de productos con su respectiva ficha, encuentros pedagógicos en colegios en acercamiento de conceptos de la agricultura urbana, procesos de gestión de material vegetal e incentivo de prácticas agroecológicas. Monitoreo OAP: Se tomó como base el plan de acción 2022 METAS AUP donde se evidencia que se dio cumplimiento de 100% de lo programado en el trimestre. Se requiere aclarar los porcentajes diligenciados por parte de la Subdirección.;
;46;1;1;3;0.075;0.052;A corte del mes de Marzo se ha avanzado en la formulación de rutas agroecológicas en la siguiente medida: se avanzó en la caracterización e identificación de actores potenciales de la localidad de Suba con su soporte de actas, registros fotográficos y su respectiva matriz de caracterización, se realizó la respectiva solicitud de las piezas comunicativas para los seguimientos de plan de acción de las localidades de Candelaria, Teusaquillo y la formulación del plan de acción de Rafael Uribe Uribe, el plan de trabajo establecido para el mes se dio cumplimiento, se avanza en el informe de gestión, se asistió al comité SAN de las localidades de Teusaquillo y Bosa, encuentros comunitarios de agricultores urbanos potencial de redes en las localidades de Suba y Rafael Uribe Uribe, talleres pedagógicos formativos, de transformación de productos con su respectiva ficha, encuentros pedagógicos en colegios en acercamiento de conceptos de la agricultura urbana, procesos de gestión de material vegetal e incentivo de prácticas agroecológicas. Monitoreo OAP: Se tomó como base el plan de acción 2022 METAS AUP donde se evidencia que se dio cumplimiento de 100% de lo programado en el trimestre. Se requiere aclarar los porcentajes diligenciados por parte de la Subdirección.;
;46;1;1;4;0;0;;
;46;1;1;5;0;0;;
;46;1;1;6;0.075;0;;
;46;1;1;7;0;0;;
;46;1;1;8;0;0;;
;46;1;1;9;0.075;0;;
;46;1;1;10;0;0;;
;46;1;1;11;0;0;;
;46;1;1;12;0.075;0;;
;47;1;1;1;0;0;;
;47;1;1;2;0;0;;
;47;1;1;3;0;0.25;El Jardín Botánico de Bogotá José Celestino Mutis, abordo en un principio mesas de trabajo con diferentes entidades distritales para la formulación de la resolución No 361 de 2020 Por la cual se establecen disposiciones en materia de reglamentación de la actividad de agricultura urbana y periurbana agroecológica en el espacio público del Distrito Capital de Bogotá, regulado por el Decreto 552 de 2018, como la estrategia de intervención territorial para el establecimiento de huertas urbanas y periurbanas en el espacio público.  Del mismo modo, en el marco del contrato, la universidad Nacional y el Jardín Botánico definieron los agroparques urbanos y periurbanos con un enfoque agroecológico como: Agroparque: es una huerta que articula encadenamientos productivos, integrando funcionalmente la producción agrícola, la transformación de los productos de la huerta, la comercialización o el intercambio. La implementación de esta huerta, estará acorde con los usos del suelo permitidos en el Plan de Ordenamiento Territorial, y a los permisos requeridos por la autoridad competente para la producción, transformación o comercialización de los productos a que diera lugar. Pueden ser huertas comunitarias, escolares o institucionales que son implementadas en áreas públicas o privadas. En el periodo de marzo del 2022, el Jardín Botánico realiza revisión en el documento de lineamientos y especificaciones técnicas y propuesta normativa para diseño urbano de agroparques, como estrategia de intervención territorial para el establecimiento de huertas comunitarias urbanas, parques agroecológicos y parque-huerta en el espacio público y privado. Asimismo, el Jardín Botánico proyecta ejecutar un piloto de agroparque urbano en el parque ciudad Montes de la localidad de Puente Aranda junto a la alcaldía local, IDIGER, la Secretaría Distrital de Desarrollo Económico y la comunidad interesada. En el mes de marzo se realizó con las entidades dos (2) reuniones el 10 y 28 de marzo para articular las actividades, realizar recorrido en el área establecida, e iniciar la planeación del Proyecto de Agroparque urbano. Monitoreo OAP: La actividad no tiene programación para el primer trimestre. Sin embargo, se reporta un avance de 25% por parte de la Subdirección, el cual se valida en el documento de reporte de metas adjunto en las evidencias;
;47;1;1;4;0;0;;
;47;1;1;5;0;0;;
;47;1;1;6;0;0;;
;47;1;1;7;0;0;;
;47;1;1;8;0;0;;
;47;1;1;9;0;0;;
;47;1;1;10;0;0;;
;47;1;1;11;0;0;;
;47;1;1;12;1;0;;
;48;1;1;1;0;0;;
;48;1;1;2;0;0;;
;48;1;1;3;0;0;;
;48;1;1;4;0;0;;
;48;1;1;5;0;0;;
;48;1;1;6;0;0;;
;48;1;1;7;0;0;;
;48;1;1;8;0;0;;
;48;1;1;9;0;0;;
;48;1;1;10;0;0;;
;48;1;1;11;0;0;;
;48;1;1;12;6;0;;
;49;1;1;1;0;0;;
;49;1;1;2;0;0;;
;49;1;1;3;0;0;;
;49;1;1;4;0;0;;
;49;1;1;5;0;0;;
;49;1;1;6;0;0;;
;49;1;1;7;0;0;;
;49;1;1;8;0;0;;
;49;1;1;9;0;0;;
;49;1;1;10;0;0;;
;49;1;1;11;0;0;;
;49;1;1;12;0.3;0;;
;50;1;1;1;0;0;;
;50;1;1;2;0;0;;
;50;1;1;3;0;0;;
;50;1;1;4;0;0;;
;50;1;1;5;0;0;;
;50;1;1;6;0;0;;
;50;1;1;7;0;0;;
;50;1;1;8;0;0;;
;50;1;1;9;0;0;;
;50;1;1;10;0;0;;
;50;1;1;11;0;0;;
;50;1;1;12;1;0;;
;51;1;1;1;0;0;;
;51;1;1;2;0;0;;
;51;1;1;3;0;0;;
;51;1;1;4;0;0;;
;51;1;1;5;0;0;;
;51;1;1;6;0;0;;
;51;1;1;7;0;0;;
;51;1;1;8;0;0;;
;51;1;1;9;0;0;;
;51;1;1;10;0;0;;
;51;1;1;11;0;0;;
;51;1;1;12;0;0;;
;51;1;1;12;1;0;;
;52;1;1;1;0;0;;
;52;1;1;2;0;0;;
;52;1;1;3;0;0;;
;52;1;1;4;0;0;;
;52;1;1;5;0;0;;
;52;1;1;6;0;0;;
;52;1;1;7;0;0;;
;52;1;1;8;0;0;;
;52;1;1;9;0;0;;
;52;1;1;10;0;0;;
;52;1;1;11;0;0;;
;52;1;1;12;2;0;;
;53;1;1;1;0.4;0.4;Durante el mes de enero de 2022, se realizó la planificación de las ocho investigaciones enmarcadas en la línea de Investigación en Biodiversidad y Servicios Ecosistémicos, dando así por finalizada la Fase I de Planificación, en la cual se realizó una reunión y se generó la respectiva acta con los lineamientos de formulación y priorización temática de las investigaciones. Las temáticas priorizadas corresponden a: Investigación 1: Almacenamiento de carbono en la hojarasca y flujo de CO2 en el suelo. Investigación 2: Rasgos funcionales asociados a la fijación de carbono. Investigación 3: Almacenamiento y flujo de carbono en coberturas vegetales y suelo. Investigación 4: Relaciones del flujo de carbono en espacios verdes. Investigación 5: Valoración ecológica y cuantificación del almacenamiento y captura de carbono en arbolado urbano. Investigación 6: Evaluación de servicios y de servicios asociados a los árboles desde la mitigación y la adaptación al cambio climático. Investigación 7: Valoración económica del flujo de carbono en el arbolado urbano. Investigación 8: Valoración integral de servicios ecosistémicos de carbono, configuración del paisaje y caracterización de la huella humana.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación y en los Documentos de aprobación de los anteproyectos a desarrollar durante la vigencia por la Línea de Investigación en Biodiversidad y Servicios Ecosistémicos. Documentos de Formulación de los Proyectos de Investigación a desarrollar durante la vigencia por la Línea de Investigación en Biodiversidad y Servicios Ecosistémicos.
;53;1;1;2;0.8;0.8;Durante el mes de febrero de 2022, se finalizó la fase II: Formulación Anteproyecto, para lo cual, los investigadores presentaron sus propuestas, las cuales fueron revisadas, analizadas, se solicitaron correcciones y con los documentos ajustados, la coordinadora de la línea de investigación, realizó la aprobación de ocho (8) anteproyectos de investigación que serán desarrollados durante la vigencia por la Línea de Investigación en Biodiversidad y Servicios Ecosistémicos, los cuales corresponden a: 1. Variación del contenido de carbono en la hojarasca y flujo de CO2 del suelo en diferentes grados de transformación en la cuenca media del río Tunjuelo, Bogotá. 2. Evaluación de rasgos funcionales foliares asociados a la fijación de carbono en Abatía parviflora a lo largo de una zona rural-urbana en la cuenca media del río Tunjuelo. 3. Rasgos funcionales foliares y propiedades del suelo relacionadas con el contenido de carbono de la hojarasca de Abatía parviflora en diferentes grados de transformación de la cuenca media del río Tunjuelo, Bogotá. 4. Huella humana y su relación con la distribución del almacenamiento de carbono en el arbolado urbano en la cuenca del río Tunjuelo. 5. Contribución del arbolado urbano a la regulación climática mediante la captura y almacenamiento de carbono en las localidades de la medialuna del sur de Bogotá D.C. 6. Valoración económica de la captura del carbono en el arbolado urbano de la cuenca media del Rio Tunjuelo en Bogotá D.C. 7. Evaluación de servicios ecosistémicos asociados al carbono y su inferencia en la manera como se percibe el bienestar ambiental en algunos parques de la luna media de la Cuenca del Rio Tunjuelo y en el Jardín Botánico de Bogotá y 8. Valoración integral del balance entre emisiones y captura de carbono en el Jardín Botánico de Bogotá José Celestino Mutis con la perspectiva de carbono neutralidad.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación y en los Documentos de aprobación de los anteproyectos a desarrollar durante la vigencia por la Línea de Investigación en Biodiversidad y Servicios Ecosistémicos. Documentos de Formulación de los Proyectos de Investigación a desarrollar durante la vigencia por la Línea de Investigación en Biodiversidad y Servicios Ecosistémicos.
;53;1;1;3;1.2;1.2;Durante el mes de marzo de 2022, se avanzó en la Fase III de Formulación y Ejecución del Proyecto Investigación, específicamente en la formulación de los ocho (8) proyectos de investigación enmarcados en la línea de investigación en Biodiversidad y Servicios Ecosistémicos, las cuales corresponden a: 1. Variación del contenido de carbono en la hojarasca y flujo de CO2 del suelo en diferentes grados de transformación en la cuenca media del río Tunjuelo, Bogotá. 2. Evaluación de rasgos funcionales foliares asociados a la fijación de carbono en Abatía parviflora a lo largo de una zona rural-urbana en la cuenca media del río Tunjuelo. 3. Rasgos funcionales foliares y propiedades del suelo relacionadas con el contenido de carbono de la hojarasca de Abatía parviflora en diferentes grados de transformación de la cuenca media del río Tunjuelo, Bogotá. 4. Paisaje urbano y su relación con la distribución del almacenamiento de carbono en el arbolado de la cuenca del río Tunjuelo. 5. Captura y almacenamiento de carbono en el arbolado urbano de la medialuna del sur de Bogotá? D.C. - Colombia. 6. Valoración económica de la captura del carbono en el arbolado urbano de la cuenca media del Rio Tunjuelo en Bogotá D.C. 7. Evaluación del servicio ecosistémico indirecto asociado al carbono denominado bienestar ambiental -por la producción de oxígeno en los parques Timiza y Tunal y en el Jardín Botánico de Bogotá y 8. Valoración integral del balance entre emisiones y captura de carbono en el Jardín Botánico de Bogotá José Celestino Mutis con la perspectiva de carbono neutralidad. Monitoreo OAP: Según el acta N° 2 del 31 de enero de 2022 se priorizaron 8 temáticas de investigación. Se validan los formatos GEN.PR.03.F.01 Anteproyecto de investigación, GEN.PR.03. F.02 Evaluación anteproyecto de investigación y GEN.PR.03.F.03 Estructura para la presentación de documentos de investigación y se evidencia el cumplimiento del 100% de la actividad durante el trimestre.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación y en los Documentos de aprobación de los anteproyectos a desarrollar durante la vigencia por la Línea de Investigación en Biodiversidad y Servicios Ecosistémicos. Documentos de Formulación de los Proyectos de Investigación a desarrollar durante la vigencia por la Línea de Investigación en Biodiversidad y Servicios Ecosistémicos.
;53;1;1;4;0.2;0;;
;53;1;1;5;0.8;0;;
;53;1;1;6;0.8;0;;
;53;1;1;7;0.8;0;;
;53;1;1;8;0.8;0;;
;53;1;1;9;0.8;0;;
;53;1;1;10;0.8;0;;
;53;1;1;11;0.4;0;;
;53;1;1;12;0.2;0;;
;54;1;1;1;0.4;0.4;Durante el mes de enero de 2022, realizó la planificación de los ocho (8) procesos de investigación de la línea de Investigación en Conectividad e Interacciones Ecológicas dando así por finalizada la Fase I de Planificación, en la cual, se establecieron los lineamientos de formulación y priorización temática de las investigaciones, partiendo de la identificación de las responsabilidades y necesidades de ciudad, a partir del marco normativo de Políticas Públicas Distritales del Sector Ambiente y otros instrumentos normativos como el Plan de Orden Territorial - POT vigente para Bogotá, que direccionarán los procesos de investigación. Además, se territorializaron los procesos en 8 áreas de importancia socio- ambiental para la ciudad en correspondencia con el marco normativo descrito y la agenda del Plan de Gobierno Distrital.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación y en los Documentos de aprobación de los anteproyectos a desarrollar durante la vigencia por la Línea de Investigación en Conectividad e Interacciones Ecológicas. Documentos de formulación proyecto de las investigaciones y Documentos de informes de avance de las investigaciones a desarrollar durante la vigencia por la Línea de Investigación en Conectividad e Interacciones Ecológicas.
;54;1;1;2;0.8;0.8;Durante el mes de febrero de 2022, se finalizó la fase II: Formulación Anteproyecto, para lo cual, se elaboraron y aprobaron los ocho (8) anteproyectos de investigación que desarrollará la línea de Conectividad e Interacciones Ecológicas, consolidando y evaluando el planteamiento de cada problema de investigación, su justificación, aproximación metodológica y definición de los planes de trabajo. Las investigaciones corresponden a: 1. Estudio de la diversidad de interacciones bióticas en relación con la fenología de especies vegetales comunes presentes en cuatro (4) zonas de la Estructura Ecológica Principal de Bogotá D.C, por medio de un proceso de Ciencia Participativa. 2. Análisis y enriquecimiento espaciotemporal y biogeográfico de la Red de Interacciones Bióticas de Bogotá D.C. 3. ¿Qué comen las abejas cuando bajan de los cerros? Aproximación a la frecuencia de uso de recursos florales disponibles en distintos tipos de hábitats del borde oriental de la capital, área de influencia de la RFP Bosque Oriental de Bogotá. 4. Distribución espacial de mesofauna edáfica en dos área de importancia ecológica del distrito capital. 5. Análisis de la conectividad espacial sobre la diversidad de insectos herbívoros (minadores, formadores de agallas y enrolladores de hojas) especialmente lepidópteros (Nepticuloidea y Tortricoidea), asociados al arrayán en la cuenca media-baja del río Tunjuelo y en la cuenca del Salitre. 6. Evaluación de la diversidad taxonómica y funcional de aves en áreas de importancia para la conservación en Bogotá-región. 7. Aproximación al análisis de homogenización biótica a través de la evaluación de la diversidad florística y funcional de la vegetación herbácea y/o espontánea presente bajo diferentes niveles de conservación a lo largo de la cuenca media-baja del río Tunjuelo (Bogotá D.C.). 8. Análisis del estado de conectividad de áreas protegidas de Bogotá - Región y sus potenciales implicaciones ecológicas: Reserva Forestal Protectora Bosque Oriental de Bogotá y complejo de páramos (Chingaza-Cruz Verde-Sumapaz).;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación y en los Documentos de aprobación de los anteproyectos a desarrollar durante la vigencia por la Línea de Investigación en Conectividad e Interacciones Ecológicas. Documentos de formulación proyecto de las investigaciones y Documentos de informes de avance de las investigaciones a desarrollar durante la vigencia por la Línea de Investigación en Conectividad e Interacciones Ecológicas.
;54;1;1;3;1.36;1.36;Durante el mes de marzo de 2022, se avanzó en la Fase III de Formulación y Ejecución del Proyecto Investigación, específicamente en la formulación de los ocho (8) proyectos de investigación enmarcados en la línea de investigación en Conectividad e Interacciones Ecológicas y en la ejecución de estos, así: 1. Estudio de la diversidad de interacciones bióticas en relación con la fenología de especies vegetales comunes presentes en cuatro (4) zonas de la Estructura Ecológica Principal de Bogotá D.C, por medio de un proceso de ciencia participativa: Se avanzó con el inicio de las actividades en campo con las comunidades de trabajo, realizando la marcación de individuos de las sp vegetales objeto del estudio, los primeros conteos de datos de fenología vegetal, registro de interacciones bióticas y primeras actividades virtuales de socialización y formación. 2. Análisis y enriquecimiento espaciotemporal y biogeográfico de la Red de Interacciones Bióticas de Bogotá D.C: Se realizó el enriquecimiento de la base de datos de interacciones bióticas con 98 registros y 32 taxones nuevos, además de revisar y diligenciar los campos espaciotemporales para 724 registros reportados en Bogotá en la base de datos de la plataforma red de interacciones bióticas, lo cual constituye un 55.2% de los registros totales por diligenciar para la investigación. 3. ¿Qué comen las abejas cunado bajan de los cerros? Aproximación a la frecuencia de uso de recursos flores disponibles en distintos tipos de hábitat del borde oriental de la capital, área de influencia de la RFP Bosque Oriental de Bogotá: Se realizaron salidas de campo para el registro de abejas, sus interacciones con la flora y la caracterización de oferta de recursos florales de cada sitio de muestreo. 4. Distribución espacial de mesofauna edáfica en dos áreas de importancia ecológica del Distrito capital: Se realizaron salidas de reconocimiento a al JBB y en el Bosque las Mercedes, donde se ejecutará la investigación, para el reconocimiento de los puntos específicos donde se realiza el muestreo de suelo y de mesofauna, considerando la metodología definida para el proceso: 5. Análisis de la conectividad espacial sobre la diversidad de insectos herbívoros (minadores, formadores de agallas y enrolladores de hojas) especialmente lepidópteros (Nepticuloidea y Tortricoidea), asociados al arrayán en la cuenca media-baja del río Tunjuelo y en la cuenca del salitre: Se realizaron salidas de muestreo en el Parque Ecológico Cantarrana, Sendero Peña Blanca y Parque Cerro Seco (Mochuelo bajo) en donde se marcaron y georreferenciaron todos los individuos de arrayán blanco (Myrcianthes leucoxyla) encontrados en un área de 200m2, como área buffer para los estudios de conectividad espacial, cada individuo fue medido (altura). 6. Evaluación de la diversidad taxonómica y funcional de aves en áreas de importancia para la conservación en Bogotá-región: Se realizó el registro de aves en el JBB, en donde se registró un total de 24 especies de aves de las cuales 20 son residentes y 4 especies migratorias boreales, se realizó la instalación de redes de niebla para la captura de aves y la toma de medidas morfométricas. 7. Aproximación al análisis de homogenización biótica a través de la evaluación de la diversidad florística y funcional de la vegetación herbácea y/o espontánea presente bajo diferentes niveles de conservación a lo largo de la cuenca media-baja del río Tunjuelo (Bogotá D.C): Se realizaron tres salidas de reconocimiento al sector denominado en el POT como Conector Ecosistémico Media Luna del Sur, donde se visitaron las áreas del Parque Ecológico Cerro Seco, Sendero Peña Blanca, Parque Ecológico Cantarrana y el sector urbanizado de la Vereda Mochuelo Bajo, para la definición de las áreas de estudio y ubicar zonas dentro de las mismas para el desarrollo de la investigación considerando los niveles de conservación propuestos. 8. Análisis del estado de conectividad de áreas protegidas de Bogotá-Región y sus potenciales implicaciones ecológicas: Reserva Forestal Protectora Bosque Oriental de Bogotá y complejo de páramos (Chingaza-Cruz Verde-Sumapaz): Se realizó la búsqueda de las capas de cobertura nacional Corine Land Cover para los años 2002, 2009, 2012 y 2018, que servirán como insumo para los análisis multitemporales de cambio de composición, estructura y conectividad del paisaje en el área de estudio, identificando potenciales errores topológicos que deban ser corregidos previamente al inicio del procesamiento de los datos. Monitoreo OAP: De acuerdo con el acta número 6 del 31 de enero de 2022 se realizó la planificación de los ocho (8) procesos de investigación de la línea de Investigación en Conectividad e Interacciones Ecológicas. Se validan los formatos GEN.PR.03.F.01 Anteproyecto de investigación, GEN.PR.03. F.02 Evaluación anteproyecto de investigación y GEN.PR.03.F.03 Estructura para la presentación de documentos de investigación, donde se evidencia el cumplimiento del 100% de la actividad durante el trimestre.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación y en los Documentos de aprobación de los anteproyectos a desarrollar durante la vigencia por la Línea de Investigación en Conectividad e Interacciones Ecológicas. Documentos de formulación proyecto de las investigaciones y Documentos de informes de avance de las investigaciones a desarrollar durante la vigencia por la Línea de Investigación en Conectividad e Interacciones Ecológicas.
;54;1;1;4;0.8;0;;
;54;1;1;5;0.8;0;;
;54;1;1;6;0.8;0;;
;54;1;1;7;0.8;0;;
;54;1;1;8;0.8;0;;
;54;1;1;9;0.8;0;;
;54;1;1;10;0.24;0;;
;54;1;1;11;0.208;0;;
;54;1;1;12;0.192;0;;
